zip,lat,lon,city,county,state house dist,state senate dist,congressional dist,population
54952,44.20104,-88.329484,Menasha,Calumet County,Assembly District 3,State Senate District 1,WI8,27071
53210,43.071111,-87.973786,Milwaukee,Milwaukee County,Assembly District 18,State Senate District 6,WI4,26793
53189,42.95163,-88.296321,Waukesha,Waukesha County,Assembly District 97,State Senate District 33,WI1,26762
54494,44.340837,-89.73492,Wisconsin Rapids,Wood County,Assembly District 72,State Senate District 24,WI3,26577
53225,43.115159,-88.040188,Milwaukee,Milwaukee County,Assembly District 12,State Senate District 4,WI4,26551
53144,42.618427,-87.948079,Kenosha,Kenosha County,Assembly District 61,State Senate District 21,WI1,26459
53222,43.082161,-88.036938,Milwaukee,Milwaukee County,Assembly District 14,State Senate District 5,WI4,26367
53220,42.955864,-87.993285,Milwaukee,Milwaukee County,Assembly District 84,State Senate District 28,WI5,26360
54911,44.275702,-88.370856,Appleton,Outagamie County,Assembly District 56,State Senate District 19,WI8,26348
53403,42.684188,-87.815533,Racine,Racine County,Assembly District 66,State Senate District 22,WI1,26339
53562,43.114772,-89.529153,Middleton,Dane County,Assembly District 79,State Senate District 27,WI2,26335
53406,42.72993,-87.866213,Racine,Racine County,Assembly District 63,State Senate District 21,WI1,26160
54751,44.867809,-91.943198,Menomonie,Dunn County,Assembly District 29,State Senate District 10,WI3,26011
53072,43.080185,-88.264875,Pewaukee,Waukesha County,Assembly District 98,State Senate District 33,WI5,25984
54130,44.27804,-88.27205,Kaukauna,Outagamie County,Assembly District 5,State Senate District 2,WI8,25837
53150,42.88799,-88.132708,Muskego,Waukesha County,Assembly District 83,State Senate District 28,WI1,25824
53705,43.073147,-89.45681,Madison,Dane County,Assembly District 77,State Senate District 26,WI2,25643
54449,44.589394,-90.190595,Marshfield,Wood County,Assembly District 70,State Senate District 24,WI7,25574
53405,42.731827,-87.820925,Racine,Racine County,Assembly District 62,State Senate District 21,WI1,25441
53202,43.043213,-87.894734,Milwaukee,Milwaukee County,Assembly District 19,State Senate District 7,WI4,24921
54650,43.886664,-91.130399,Onalaska,La Crosse County,Assembly District 94,State Senate District 32,WI3,24602
54403,44.952863,-89.531804,Wausau,Marathon County,Assembly District 85,State Senate District 29,WI7,24525
53593,42.995697,-89.566512,Verona,Dane County,Assembly District 79,State Senate District 27,WI2,23676
53227,43.000926,-88.031418,Milwaukee,Milwaukee County,Assembly District 15,State Senate District 5,WI5,23609
54022,44.802351,-92.595365,River Falls,Pierce County,Assembly District 30,State Senate District 10,WI3,23537
53027,43.357616,-88.319032,Hartford,Washington County,Assembly District 59,State Senate District 20,WI5,23279
53545,42.738888,-89.0403,Janesville,Rock County,Assembly District 43,State Senate District 15,WI2,23208
53143,42.561312,-87.82993,Kenosha,Kenosha County,Assembly District 65,State Senate District 22,WI1,23115
53916,43.466482,-88.862852,Beaver Dam,Dodge County,Assembly District 39,State Senate District 13,WI6,22552
53206,43.074311,-87.933135,Milwaukee,Milwaukee County,Assembly District 10,State Senate District 4,WI4,22520
54902,43.99461,-88.526025,Oshkosh,Winnebago County,Assembly District 54,State Senate District 18,WI6,22415
53224,43.16333,-88.039699,Milwaukee,Milwaukee County,Assembly District 12,State Senate District 4,WI4,22308
53713,43.037167,-89.397066,Madison,Dane County,Assembly District 77,State Senate District 26,WI2,22255
53090,43.443839,-88.19631,West Bend,Washington County,Assembly District 58,State Senate District 20,WI5,21687
54904,44.0234,-88.623839,Oshkosh,Winnebago County,Assembly District 53,State Senate District 18,WI6,21517
53029,43.123679,-88.336087,Hartland,Waukesha County,Assembly District 99,State Senate District 33,WI5,21514
54913,44.345553,-88.434297,Appleton,Outagamie County,Assembly District 5,State Senate District 2,WI8,21510
54301,44.480778,-88.016063,Green Bay,Brown County,Assembly District 4,State Senate District 2,WI8,21501
53045,43.06081,-88.15589,Brookfield,Waukesha County,Assembly District 14,State Senate District 5,WI5,21468
53092,43.235856,-87.981188,Thiensville,Ozaukee County,Assembly District 23,State Senate District 8,WI6,20983
53172,42.91057,-87.86064,South Milwaukee,Milwaukee County,Assembly District 21,State Senate District 7,WI4,20957
53913,43.47109,-89.74429,Baraboo,Sauk County,Assembly District 81,State Senate District 27,WI2,20799
53083,43.815872,-87.764212,Sheboygan,Sheboygan County,Assembly District 27,State Senate District 9,WI6,20479
53149,42.86668,-88.33343,Mukwonago,Waukesha County,Assembly District 33,State Senate District 11,WI1,20252
53589,42.931289,-89.168354,Stoughton,Dane County,Assembly District 46,State Senate District 16,WI2,20176
53005,43.062707,-88.105906,Brookfield,Waukesha County,Assembly District 14,State Senate District 5,WI5,20124
54501,45.704474,-89.386562,Rhinelander,Oneida County,Assembly District 34,State Senate District 12,WI7,19960
54937,43.791998,-88.388482,Fond Du Lac,Fond Du Lac County,Assembly District 52,State Senate District 18,WI6,19766
53597,43.19194,-89.45567,Waunakee,Dane County,Assembly District 79,State Senate District 27,WI2,19445
53022,43.235477,-88.124711,Germantown,Washington County,Assembly District 24,State Senate District 8,WI5,19397
53094,43.132599,-88.743595,Watertown,Jefferson County,Assembly District 38,State Senate District 13,WI5,19301
53548,42.682455,-89.051926,Janesville,Rock County,Assembly District 44,State Senate District 15,WI2,19243
53190,42.784255,-88.592559,Whitewater,Walworth County,Assembly District 33,State Senate District 11,WI1,19241
53089,43.148887,-88.245381,Sussex,Waukesha County,Assembly District 22,State Senate District 8,WI5,19128
53185,42.763168,-88.197361,Waterford,Racine County,Assembly District 83,State Senate District 28,WI1,19113
54476,44.866501,-89.576968,Schofield,Marathon County,Assembly District 86,State Senate District 29,WI7,19025
53121,42.671666,-88.563961,Elkhorn,Walworth County,Assembly District 31,State Senate District 11,WI1,18949
53226,43.049312,-88.041387,Milwaukee,Milwaukee County,Assembly District 13,State Senate District 5,WI5,18940
53538,42.926467,-88.841626,Fort Atkinson,Jefferson County,Assembly District 33,State Senate District 11,WI5,18528
53716,43.063103,-89.313327,Madison,Dane County,Assembly District 47,State Senate District 16,WI2,18480
54452,45.217518,-89.713291,Merrill,Lincoln County,Assembly District 35,State Senate District 12,WI7,18407
53012,43.321475,-88.004033,Cedarburg,Ozaukee County,Assembly District 60,State Senate District 20,WI6,18335
53110,42.948015,-87.866831,Cudahy,Milwaukee County,Assembly District 20,State Senate District 7,WI4,18271
54455,44.809226,-89.701277,Mosinee,Marathon County,Assembly District 86,State Senate District 29,WI7,18174
54017,45.090925,-92.496993,New Richmond,St. Croix County,Assembly District 29,State Senate District 10,WI7,17995
54656,43.949925,-90.752783,Sparta,Monroe County,Assembly District 96,State Senate District 32,WI3,17670
53024,43.299956,-87.94104,Grafton,Ozaukee County,Assembly District 23,State Senate District 8,WI6,17270
53147,42.617877,-88.52023,Lake Geneva,Walworth County,Assembly District 32,State Senate District 11,WI1,16858
54235,44.78333,-87.31667,Sturgeon Bay,Door County,Assembly District 1,State Senate District 1,WI8,16840
53158,42.52926,-87.885546,Pleasant Prairie,Kenosha County,Assembly District 61,State Senate District 21,WI1,16750
54166,44.745058,-88.664156,Shawano,Shawano County,Assembly District 6,State Senate District 2,WI8,16620
53575,42.933918,-89.389642,Oregon,Dane County,Assembly District 80,State Senate District 27,WI2,16357
53818,42.73416,-90.47846,Platteville,Grant County,Assembly District 49,State Senate District 17,WI3,16179
53714,43.100348,-89.311966,Madison,Dane County,Assembly District 48,State Senate District 16,WI2,16147
53115,42.641556,-88.653496,Delavan,Walworth County,Assembly District 32,State Senate District 11,WI1,15998
54660,43.983826,-90.473336,Tomah,Monroe County,Assembly District 96,State Senate District 32,WI3,15887
53532,43.24777,-89.34373,De Forest,Dane County,Assembly District 37,State Senate District 13,WI2,15696
54868,45.519692,-91.826575,Rice Lake,Barron County,Assembly District 75,State Senate District 25,WI7,15247
54981,44.35803,-89.08595,Waupaca,Waupaca County,Assembly District 40,State Senate District 14,WI8,15209
53566,42.612966,-89.656994,Monroe,Green County,Assembly District 51,State Senate District 17,WI2,15162
53233,43.037213,-87.933529,Milwaukee,Milwaukee County,Assembly District 16,State Senate District 6,WI4,15143
53404,42.756718,-87.812275,Racine,Racine County,Assembly District 62,State Senate District 21,WI1,14996
54143,45.086805,-87.716311,Marinette,Marinette County,Assembly District 89,State Senate District 30,WI8,14885
53073,43.768454,-87.975773,Plymouth,Sheboygan County,Assembly District 27,State Senate District 9,WI6,14777
53718,43.093146,-89.276619,Madison,Dane County,Assembly District 48,State Senate District 16,WI2,14768
53901,43.53915,-89.46262,Portage,Columbia County,Assembly District 81,State Senate District 27,WI6,14751
53228,42.967564,-88.043386,Milwaukee,Milwaukee County,Assembly District 84,State Senate District 28,WI5,14703
54636,43.968617,-91.223484,Holmen,La Crosse County,Assembly District 94,State Senate District 32,WI3,14587
53129,42.937765,-87.998935,Greendale,Milwaukee County,Assembly District 82,State Senate District 28,WI1,14148
54467,44.413942,-89.565507,Plover,Portage County,Assembly District 71,State Senate District 24,WI3,14100
54603,43.853763,-91.246238,La Crosse,La Crosse County,Assembly District 95,State Senate District 32,WI3,14090
54241,44.15388,-87.56925,Two Rivers,Manitowoc County,Assembly District 2,State Senate District 1,WI6,14014
53959,43.533502,-89.999636,Reedsburg,Sauk County,Assembly District 50,State Senate District 17,WI2,13999
53963,43.63332,-88.72955,Waupun,Fond Du Lac County,Assembly District 53,State Senate District 18,WI6,13887
54961,44.405595,-88.859107,New London,Waupaca County,Assembly District 40,State Senate District 14,WI8,13602
53715,43.06849,-89.401708,Madison,Dane County,Assembly District 76,State Senate District 26,WI2,13508
54409,45.160809,-89.093942,Antigo,Langlade County,Assembly District 35,State Senate District 12,WI7,12900
53074,43.387702,-87.881232,Port Washington,Ozaukee County,Assembly District 60,State Senate District 20,WI6,12872
53717,43.074335,-89.51989,Madison,Dane County,Assembly District 78,State Senate District 26,WI2,12748
53558,43.0125,-89.28984,Mc Farland,Dane County,Assembly District 47,State Senate District 16,WI2,12305
53534,42.803797,-89.101389,Edgerton,Rock County,Assembly District 43,State Senate District 15,WI2,12040
54843,45.955223,-91.278308,Hayward,Sawyer County,Assembly District 87,State Senate District 29,WI7,11790
53098,43.276444,-88.715408,Watertown,Dodge County,Assembly District 37,State Senate District 13,WI5,11685
53085,43.726404,-87.853069,Sheboygan Falls,Sheboygan County,Assembly District 26,State Senate District 9,WI6,11537
54806,46.558577,-90.738773,Ashland,Ashland County,Assembly District 74,State Senate District 25,WI7,11440
54451,45.164705,-90.445798,Medford,Taylor County,Assembly District 87,State Senate District 29,WI7,11404
53563,42.77556,-88.944,Milton,Rock County,Assembly District 43,State Senate District 15,WI1,11349
53527,43.071165,-89.196996,Cottage Grove,Dane County,Assembly District 46,State Senate District 16,WI2,10950
54971,43.8422,-88.83594,Ripon,Fond Du Lac County,Assembly District 41,State Senate District 14,WI6,10697
53572,43.00861,-89.73846,Mount Horeb,Dane County,Assembly District 80,State Senate District 27,WI2,10659
54615,44.295394,-90.83128,Black River Falls,Jackson County,Assembly District 92,State Senate District 31,WI3,10532
53965,43.62748,-89.77096,Wisconsin Dells,Columbia County,Assembly District 41,State Senate District 14,WI3,10450
53549,42.993502,-88.759793,Jefferson,Jefferson County,Assembly District 33,State Senate District 11,WI5,10316
54482,44.53891,-89.523076,Stevens Point,Portage County,Assembly District 71,State Senate District 24,WI3,9990
54942,44.286983,-88.556406,Greenville,Outagamie County,Assembly District 55,State Senate District 19,WI8,9986
53581,43.366148,-90.430225,Richland Center,Richland County,Assembly District 49,State Senate District 17,WI3,9982
53182,42.739435,-88.083092,Union Grove,Racine County,Assembly District 63,State Senate District 21,WI1,9888
54140,44.294746,-88.316305,Little Chute,Outagamie County,Assembly District 5,State Senate District 2,WI8,9589
53235,42.969865,-87.873732,Saint Francis,Milwaukee County,Assembly District 20,State Senate District 7,WI4,9519
54487,45.337814,-89.765239,Tomahawk,Lincoln County,Assembly District 35,State Senate District 12,WI7,9489
53120,42.78529,-88.4051,East Troy,Walworth County,Assembly District 32,State Senate District 11,WI1,9485
54162,44.67222,-88.2426,Pulaski,Brown County,Assembly District 6,State Senate District 2,WI8,9127
53128,42.49835,-88.32815,Genoa City,Walworth County,Assembly District 32,State Senate District 11,WI1,9052
54944,44.342058,-88.588244,Hortonville,Outagamie County,Assembly District 5,State Senate District 2,WI8,9039
54923,43.915726,-89.027124,Berlin,Green Lake County,Assembly District 41,State Senate District 14,WI6,8968
53205,43.053112,-87.933185,Milwaukee,Milwaukee County,Assembly District 16,State Senate District 6,WI4,8908
53168,42.574598,-88.137535,Salem,Kenosha County,Assembly District 61,State Senate District 21,WI1,8814
53555,43.342813,-89.557023,Lodi,Columbia County,Assembly District 42,State Senate District 14,WI6,8728
53536,42.766359,-89.250152,Evansville,Rock County,Assembly District 45,State Senate District 15,WI2,8713
54929,44.62053,-88.76232,Clintonville,Waupaca County,Assembly District 6,State Senate District 2,WI8,8673
53551,43.080902,-88.913251,Lake Mills,Jefferson County,Assembly District 38,State Senate District 13,WI5,8656
53086,43.327417,-88.260878,Slinger,Washington County,Assembly District 58,State Senate District 20,WI5,8279
54457,44.299968,-89.920843,Nekoosa,Wood County,Assembly District 70,State Senate District 24,WI3,8155
53040,43.499425,-88.206447,Kewaskum,Washington County,Assembly District 59,State Senate District 20,WI5,8145
54665,43.530515,-90.991573,Viroqua,Vernon County,Assembly District 96,State Senate District 32,WI3,8137
53146,42.969924,-88.177554,New Berlin,Waukesha County,Assembly District 84,State Senate District 28,WI5,8082
53177,42.712962,-87.934013,Sturtevant,Racine County,Assembly District 63,State Senate District 21,WI1,8079
53821,43.084008,-91.069064,Prairie Du Chien,Crawford County,Assembly District 96,State Senate District 32,WI3,8058
53948,43.79719,-90.07735,Mauston,Juneau County,Assembly District 50,State Senate District 17,WI3,8049
54001,45.348566,-92.401379,Amery,Polk County,Assembly District 28,State Senate District 10,WI7,7928
54521,45.91718,-89.2443,Eagle River,Vilas County,Assembly District 34,State Senate District 12,WI7,7908
54669,43.897572,-91.120198,West Salem,La Crosse County,Assembly District 94,State Senate District 32,WI3,7905
53925,43.3569,-89.12088,Columbus,Columbia County,Assembly District 42,State Senate District 14,WI6,7858
53014,44.020561,-88.185906,Chilton,Calumet County,Assembly District 25,State Senate District 9,WI8,7745
54720,44.803612,-91.442253,Altoona,Eau Claire County,Assembly District 68,State Senate District 23,WI3,7743
54165,44.51499,-88.33038,Seymour,Outagamie County,Assembly District 5,State Senate District 2,WI8,7641
53010,43.59777,-88.27899,Campbellsport,Fond Du Lac County,Assembly District 59,State Senate District 20,WI6,7635
53018,43.015666,-88.386519,Delafield,Waukesha County,Assembly District 99,State Senate District 33,WI5,7602
53130,42.943614,-88.046454,Hales Corners,Milwaukee County,Assembly District 83,State Senate District 28,WI1,7564
53181,42.523887,-88.235389,Twin Lakes,Kenosha County,Assembly District 61,State Senate District 21,WI1,7460
54724,45.10024,-91.48877,Bloomer,Chippewa County,Assembly District 67,State Senate District 23,WI7,7421
54155,44.4986,-88.18288,Oneida,Brown County,Assembly District 5,State Senate District 2,WI8,7369
54495,44.388082,-89.922751,Wisconsin Rapids,Wood County,Assembly District 70,State Senate District 24,WI3,7326
54217,44.541977,-87.670551,Luxemburg,Kewaunee County,Assembly District 1,State Senate District 1,WI8,7281
54025,45.12441,-92.67354,Somerset,St. Croix County,Assembly District 28,State Senate District 10,WI7,7274
53179,42.517168,-88.138001,Trevor,Kenosha County,Assembly District 61,State Senate District 21,WI1,7143
53118,42.951536,-88.444097,Dousman,Waukesha County,Assembly District 99,State Senate District 33,WI1,7112
54755,44.48773,-91.68068,Mondovi,Buffalo County,Assembly District 92,State Senate District 31,WI3,7082
53533,43.007063,-90.192522,Dodgeville,Iowa County,Assembly District 51,State Senate District 17,WI2,7066
54963,44.050782,-88.754887,Omro,Winnebago County,Assembly District 53,State Senate District 18,WI6,7063
54153,44.88721,-87.86455,Oconto,Oconto County,Assembly District 89,State Senate District 30,WI8,7054
54020,45.283783,-92.535618,Osceola,Polk County,Assembly District 28,State Senate District 10,WI7,7002
54982,44.075321,-89.271177,Wautoma,Waushara County,Assembly District 72,State Senate District 24,WI6,6957
53126,42.785553,-87.995471,Franksville,Racine County,Assembly District 62,State Senate District 21,WI1,6933
54011,44.740142,-92.548289,Ellsworth,Pierce County,Assembly District 93,State Senate District 31,WI3,6915
53050,43.483463,-88.545925,Mayville,Dodge County,Assembly District 39,State Senate District 13,WI6,6744
53954,43.516772,-89.31459,Pardeeville,Columbia County,Assembly District 42,State Senate District 14,WI6,6664
54021,44.74886,-92.80215,Prescott,Pierce County,Assembly District 93,State Senate District 31,WI3,6659
54801,45.82245,-91.88934,Spooner,Washburn County,Assembly District 73,State Senate District 25,WI7,6593
53042,43.96317,-87.955059,Kiel,Manitowoc County,Assembly District 27,State Senate District 9,WI6,6587
53520,42.61834,-89.37623,Brodhead,Green County,Assembly District 45,State Senate District 15,WI2,6510
54208,44.34777,-87.82732,Denmark,Brown County,Assembly District 2,State Senate District 1,WI8,6441
53578,43.28693,-89.72401,Prairie Du Sac,Sauk County,Assembly District 81,State Senate District 27,WI2,6373
54002,44.96663,-92.37436,Baldwin,St. Croix County,Assembly District 29,State Senate District 10,WI7,6361
53097,43.242049,-88.009823,Mequon,Ozaukee County,Assembly District 24,State Senate District 8,WI6,6318
53559,43.173921,-89.091315,Marshall,Dane County,Assembly District 38,State Senate District 13,WI2,6302
54136,44.27221,-88.339,Kimberly,Outagamie County,Assembly District 3,State Senate District 1,WI8,6298
53528,43.11444,-89.65568,Cross Plains,Dane County,Assembly District 79,State Senate District 27,WI2,6258
54216,44.438185,-87.592719,Kewaunee,Kewaunee County,Assembly District 1,State Senate District 1,WI8,6246
54728,45.31413,-91.651,Chetek,Barron County,Assembly District 75,State Senate District 25,WI7,6223
53122,43.048211,-88.087888,Elm Grove,Waukesha County,Assembly District 13,State Senate District 5,WI5,6153
54768,44.95997,-90.93708,Stanley,Chippewa County,Assembly District 68,State Senate District 23,WI7,6150
53949,43.812581,-89.372011,Montello,Marquette County,Assembly District 41,State Senate District 14,WI6,6098
53706,43.077755,-89.413326,Madison,Dane County,Assembly District 77,State Senate District 26,WI2,6097
53583,43.251127,-89.89584,Sauk City,Sauk County,Assembly District 81,State Senate District 27,WI2,6015
54456,44.688149,-90.669407,Neillsville,Clark County,Assembly District 68,State Senate District 23,WI7,5898
53119,42.929074,-88.47489,Eagle,Waukesha County,Assembly District 33,State Senate District 11,WI1,5895
53813,42.864155,-90.684965,Lancaster,Grant County,Assembly District 49,State Senate District 17,WI3,5887
54157,45.05443,-87.74927,Peshtigo,Marinette County,Assembly District 89,State Senate District 30,WI8,5843
54848,45.490835,-91.0943,Ladysmith,Rusk County,Assembly District 87,State Senate District 29,WI7,5764
53508,42.903829,-89.586339,Belleville,Dane County,Assembly District 80,State Senate District 27,WI2,5733
53080,43.38167,-87.94065,Saukville,Ozaukee County,Assembly District 60,State Senate District 20,WI6,5718
53955,43.433273,-89.394518,Poynette,Columbia County,Assembly District 42,State Senate District 14,WI6,5676
54154,44.901999,-88.125829,Oconto Falls,Oconto County,Assembly District 36,State Senate District 12,WI8,5656
53726,43.06956,-89.423861,Madison,Dane County,Assembly District 77,State Senate District 26,WI2,5612
53017,43.209445,-88.241501,Colgate,Washington County,Assembly District 22,State Senate District 8,WI5,5592
54812,45.40135,-91.84906,Barron,Barron County,Assembly District 75,State Senate District 25,WI7,5591
53950,43.911145,-90.165918,New Lisbon,Juneau County,Assembly District 50,State Senate District 17,WI3,5580
53104,42.553518,-88.028986,Bristol,Kenosha County,Assembly District 61,State Senate District 21,WI1,5437
54110,44.163209,-88.133876,Brillion,Calumet County,Assembly District 3,State Senate District 1,WI8,5395
54739,44.87885,-91.68711,Elk Mound,Dunn County,Assembly District 67,State Senate District 23,WI3,5389
54986,44.124886,-88.745129,Winneconne,Winnebago County,Assembly District 56,State Senate District 19,WI8,5284
54114,45.261661,-88.078001,Crivitz,Marinette County,Assembly District 36,State Senate District 12,WI8,5265
54106,44.470235,-88.454719,Black Creek,Outagamie County,Assembly District 5,State Senate District 2,WI8,5232
54411,44.982348,-90.007765,Athens,Marathon County,Assembly District 87,State Senate District 29,WI7,5226
53523,42.987505,-89.080742,Cambridge,Dane County,Assembly District 38,State Senate District 13,WI2,5182
54201,44.596017,-87.540266,Algoma,Kewaunee County,Assembly District 1,State Senate District 1,WI8,5136
53805,43.13443,-90.7054,Boscobel,Grant County,Assembly District 49,State Senate District 17,WI3,5118
54484,44.809072,-90.030674,Stratford,Marathon County,Assembly District 69,State Senate District 23,WI7,5111
54568,45.859618,-89.653705,Woodruff,Oneida County,Assembly District 34,State Senate District 12,WI7,5109
54829,45.53218,-92.01935,Cumberland,Barron County,Assembly District 75,State Senate District 25,WI7,5102
53594,43.18388,-88.98844,Waterloo,Jefferson County,Assembly District 37,State Senate District 13,WI5,5098
53807,42.60555,-90.42985,Cuba City,Grant County,Assembly District 49,State Senate District 17,WI3,5077
54727,44.94802,-91.1507,Cadott,Chippewa County,Assembly District 67,State Senate District 23,WI3,5069
54229,44.571416,-87.833306,New Franken,Brown County,Assembly District 1,State Senate District 1,WI8,5066
54612,44.251711,-91.387699,Arcadia,Trempealeau County,Assembly District 92,State Senate District 31,WI3,5062
54742,44.762892,-91.306304,Fall Creek,Eau Claire County,Assembly District 68,State Senate District 23,WI3,5033
53061,43.949886,-88.101954,New Holstein,Calumet County,Assembly District 59,State Senate District 20,WI8,4944
53070,43.620857,-87.810616,Oostburg,Sheboygan County,Assembly District 26,State Senate District 9,WI6,4940
54730,45.037889,-91.888046,Colfax,Dunn County,Assembly District 67,State Senate District 23,WI3,4890
54548,45.827583,-89.824294,Minocqua,Oneida County,Assembly District 34,State Senate District 12,WI7,4853
53021,43.477015,-87.961162,Fredonia,Ozaukee County,Assembly District 60,State Senate District 20,WI6,4843
53032,43.422045,-88.624268,Horicon,Dodge County,Assembly District 39,State Senate District 13,WI5,4839
54667,43.653701,-90.841723,Westby,Vernon County,Assembly District 96,State Senate District 32,WI3,4818
54555,45.724607,-90.370984,Phillips,Price County,Assembly District 74,State Senate District 25,WI7,4776
54024,45.509689,-92.611733,Saint Croix Falls,Polk County,Assembly District 28,State Senate District 10,WI7,4748
54230,44.142382,-87.904684,Reedsville,Manitowoc County,Assembly District 25,State Senate District 9,WI6,4740
53033,43.23667,-88.2212,Hubertus,Washington County,Assembly District 58,State Senate District 20,WI5,4719
53565,42.86,-90.17985,Mineral Point,Iowa County,Assembly District 51,State Senate District 17,WI2,4672
53531,43.057662,-89.091798,Deerfield,Dane County,Assembly District 38,State Senate District 13,WI2,4624
53039,43.372221,-88.710157,Juneau,Dodge County,Assembly District 39,State Senate District 13,WI5,4594
54822,45.40857,-91.74406,Cameron,Barron County,Assembly District 75,State Senate District 25,WI7,4560
54426,44.904647,-90.012469,Edgar,Marathon County,Assembly District 69,State Senate District 23,WI7,4533
54758,44.57218,-91.22738,Osseo,Trempealeau County,Assembly District 68,State Senate District 23,WI3,4505
54634,43.6522,-90.34402,Hillsboro,Vernon County,Assembly District 96,State Senate District 32,WI3,4482
53530,42.69112,-90.134781,Darlington,Lafayette County,Assembly District 51,State Senate District 17,WI2,4457
53933,43.568169,-88.895723,Fox Lake,Dodge County,Assembly District 42,State Senate District 14,WI6,4455
54983,44.332498,-88.922821,Weyauwega,Waupaca County,Assembly District 40,State Senate District 14,WI8,4445
53076,43.2727,-88.206716,Richfield,Washington County,Assembly District 58,State Senate District 20,WI5,4441
54173,44.63194,-88.03927,Suamico,Brown County,Assembly District 89,State Senate District 30,WI8,4426
54448,44.875437,-89.80077,Marathon,Marathon County,Assembly District 86,State Senate District 29,WI7,4396
54840,45.795342,-92.693513,Grantsburg,Burnett County,Assembly District 28,State Senate District 10,WI7,4391
53934,43.997966,-89.777051,Friendship,Adams County,Assembly District 72,State Senate District 24,WI3,4389
54771,44.894112,-90.790684,Thorp,Clark County,Assembly District 68,State Senate District 23,WI7,4377
54520,45.511846,-88.891846,Crandon,Forest County,Assembly District 36,State Senate District 12,WI7,4289
53038,43.07195,-88.79344,Johnson Creek,Jefferson County,Assembly District 38,State Senate District 13,WI5,4280
53809,42.9836,-90.6554,Fennimore,Grant County,Assembly District 49,State Senate District 17,WI3,4246
54023,44.974357,-92.59762,Roberts,St. Croix County,Assembly District 30,State Senate District 10,WI7,4191
53184,42.561543,-88.597153,Walworth,Walworth County,Assembly District 31,State Senate District 11,WI1,4182
54736,44.640224,-91.831869,Durand,Pepin County,Assembly District 93,State Senate District 31,WI3,4174
54630,44.094809,-91.339528,Galesville,Trempealeau County,Assembly District 92,State Senate District 31,WI3,4173
54646,44.022637,-90.130552,Necedah,Juneau County,Assembly District 50,State Senate District 17,WI7,4163
54853,45.57607,-92.4827,Luck,Polk County,Assembly District 28,State Senate District 10,WI7,4112
54940,44.272779,-88.833282,Fremont,Waupaca County,Assembly District 40,State Senate District 14,WI6,4093
53946,43.723578,-89.065361,Markesan,Green Lake County,Assembly District 41,State Senate District 14,WI6,4079
54552,45.93333,-90.45,Park Falls,Price County,Assembly District 74,State Senate District 25,WI7,4071
53525,42.56239,-88.859993,Clinton,Rock County,Assembly District 31,State Senate District 11,WI1,4032
53588,43.230001,-90.040066,Spring Green,Sauk County,Assembly District 51,State Senate District 17,WI2,3998
54479,44.75774,-90.2968,Spencer,Marathon County,Assembly District 69,State Senate District 23,WI7,3977
54874,46.568809,-91.935156,South Range,Douglas County,Assembly District 73,State Senate District 25,WI7,3900
54619,43.74191,-90.7793,Cashton,Monroe County,Assembly District 96,State Senate District 32,WI3,3896
54474,44.88719,-89.62012,Rothschild,Marathon County,Assembly District 85,State Senate District 29,WI7,3874
54126,44.347365,-88.037736,Greenleaf,Brown County,Assembly District 2,State Senate District 1,WI8,3870
54722,44.726811,-91.212598,Augusta,Eau Claire County,Assembly District 68,State Senate District 23,WI3,3854
53574,42.816273,-89.651287,New Glarus,Green County,Assembly District 80,State Senate District 27,WI2,3837
54970,44.04192,-89.09845,Redgranite,Waushara County,Assembly District 40,State Senate District 14,WI6,3824
53020,43.827363,-87.9915,Elkhart Lake,Sheboygan County,Assembly District 27,State Senate District 9,WI6,3807
54837,45.65912,-92.46714,Frederic,Polk County,Assembly District 28,State Senate District 10,WI7,3752
53521,42.85361,-89.3704,Brooklyn,Green County,Assembly District 80,State Senate District 27,WI2,3739
54661,44.076755,-91.460168,Trempealeau,Trempealeau County,Assembly District 92,State Senate District 31,WI3,3718
54893,45.869606,-92.30286,Webster,Burnett County,Assembly District 28,State Senate District 10,WI7,3706
53560,43.190983,-89.729261,Mazomanie,Dane County,Assembly District 81,State Senate District 27,WI2,3692
54015,44.966939,-92.456512,Hammond,St. Croix County,Assembly District 29,State Senate District 10,WI7,3687
54171,44.726641,-88.121792,Sobieski,Oconto County,Assembly District 89,State Senate District 30,WI8,3674
54421,44.879977,-90.384734,Colby,Clark County,Assembly District 69,State Senate District 23,WI7,3669
53103,42.882441,-88.205514,Big Bend,Waukesha County,Assembly District 83,State Senate District 28,WI1,3626
54107,44.699153,-88.454312,Bonduel,Shawano County,Assembly District 6,State Senate District 2,WI8,3620
53964,43.848698,-89.478459,Westfield,Marquette County,Assembly District 41,State Senate District 14,WI6,3606
54767,44.781928,-92.283761,Spring Valley,Pierce County,Assembly District 93,State Senate District 31,WI3,3604
54113,44.26582,-88.31427,Combined Locks,Outagamie County,Assembly District 3,State Senate District 1,WI8,3577
54170,44.482935,-88.589547,Shiocton,Outagamie County,Assembly District 6,State Senate District 2,WI8,3559
54757,45.20413,-91.55822,New Auburn,Chippewa County,Assembly District 67,State Senate District 23,WI7,3542
54414,44.9333,-89.20956,Birnamwood,Shawano County,Assembly District 35,State Senate District 12,WI8,3520
54180,44.32582,-88.16288,Wrightstown,Brown County,Assembly District 2,State Senate District 1,WI8,3490
