ZIP,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,State Legislative District House,State Legislative District Senate,Congressional District,Congress,population
53923 and 54909,44.25886,-89.40706,0.33,place,,,,,Almond,WI,Portage County,54909,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 72,State Senate District 24,WI3,117th,"2,139"
53585,42.50252,-88.72899,1,place,,,,,Sharon,WI,Walworth County,53585,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 31,State Senate District 11,WI1,117th,"2,138"
54014,44.655504,-92.573652,1,place,,,,,Hager City,WI,Pierce County,54014,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 93,State Senate District 31,WI3,117th,"2,134"
54205,44.596082,-87.637308,1,place,,,,,Casco,WI,Kewaunee County,54205,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 1,State Senate District 1,WI8,117th,"2,100"
53944,43.714061,-89.949337,1,place,,,,,Lyndon Station,WI,Juneau County,53944,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 50,State Senate District 17,WI3,117th,"2,097"
54425,44.996496,-90.374411,1,place,,,,,Dorchester,WI,Clark County,54425,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 69,State Senate District 23,WI7,117th,"2,095"
54847,46.599552,-91.437437,1,place,,,,,Iron River,WI,Bayfield County,54847,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th,"2,083"
53529,43.239966,-89.523346,1,place,,,,,Dane,WI,Dane County,53529,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 42,State Senate District 14,WI2,117th,"2,068"
54245,44.053321,-87.899912,1,place,,,,,Valders,WI,Manitowoc County,54245,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 25,State Senate District 9,WI6,117th,"2,066"
54817,45.732675,-91.615044,1,place,,,,,Birchwood,WI,Washburn County,54817,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 75,State Senate District 25,WI7,117th,"2,064"
54470,45.31747,-90.20848,1,place,,,,,Rib Lake,WI,Taylor County,54470,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 87,State Senate District 29,WI7,117th,"2,042"
53504,42.690143,-89.922697,1,place,,,,,Argyle,WI,Lafayette County,53504,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI2,117th,"2,039"
54412 and 53093,43.662704,-87.930254,0.33,place,,,,,Waldo,WI,Sheboygan County,53093,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 59,State Senate District 20,WI6,117th,"2,036"
54435,45.30885,-89.49651,1,place,,,,,Gleason,WI,Lincoln County,54435,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 35,State Senate District 12,WI7,117th,"2,032"
54026,45.196909,-92.530754,0.9,place,,,,,Star Prairie,WI,St. Croix County,54026,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 29,State Senate District 10,WI7,117th,"2,018"
54558,45.90162,-89.48736,1,place,,,,,Saint Germain,WI,Vilas County,54558,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 34,State Senate District 12,WI7,117th,"2,000"
54943,44.103548,-89.491566,1,place,,,,,Hancock,WI,Waushara County,54943,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 72,State Senate District 24,WI6,117th,"1,992"
54740,44.744453,-92.226414,1,place,,,,,Elmwood,WI,Pierce County,54740,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 93,State Senate District 31,WI3,117th,"1,989"
54247,44.14472,-87.82148,1,place,,,,,Whitelaw,WI,Manitowoc County,54247,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 25,State Senate District 9,WI6,117th,"1,988"
54966,44.21386,-89.49234,1,place,,,,,Plainfield,WI,Waushara County,54966,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 72,State Senate District 24,WI6,117th,"1,979"
53561,43.364531,-89.66396,1,place,,,,,Merrimac,WI,Sauk County,53561,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 81,State Senate District 27,WI2,117th,"1,970"
54745,45.22441,-91.11736,1,place,,,,,Holcombe,WI,Chippewa County,54745,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 67,State Senate District 23,WI7,117th,"1,968"
53503,43.16555,-89.9129,1,place,,,,,Arena,WI,Iowa County,53503,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 81,State Senate District 27,WI2,117th,"1,963"
54741,44.60024,-90.96293,1,place,,,,,Fairchild,WI,Eau Claire County,54741,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 68,State Senate District 23,WI3,117th,"1,951"
53091,43.483635,-88.450107,1,place,,,,,Theresa,WI,Dodge County,53091,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 39,State Senate District 13,WI5,117th,"1,935"
53517,43.03822,-89.804576,1,place,,,,,Blue Mounds,WI,Dane County,53517,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 80,State Senate District 27,WI2,117th,"1,925"
54486,44.75984,-89.039052,1,place,,,,,Tigerton,WI,Shawano County,54486,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 6,State Senate District 2,WI8,117th,"1,917"
54622 and 53001,43.61916,-87.95204,0.33,place,,,,,Adell,WI,Sheboygan County,53001,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 26,State Senate District 9,WI6,117th,"1,882"
54754,44.436841,-90.796318,1,place,,,,,Merrillan,WI,Clark County,54754,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 69,State Senate District 23,WI7,117th,"1,868"
54433,45.16664,-90.80763,1,place,,,,,Gilman,WI,Taylor County,54433,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 87,State Senate District 29,WI7,117th,"1,864"
54562,45.762075,-89.157339,1,place,,,,,Three Lakes,WI,Oneida County,54562,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 34,State Senate District 12,WI7,117th,"1,858"
53019,43.6936,-88.36094,1,place,,,,,Eden,WI,Fond Du Lac County,53019,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 59,State Senate District 20,WI6,117th,"1,847"
53059,43.289809,-88.533958,1,place,,,,,Neosho,WI,Dodge County,53059,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 39,State Senate District 13,WI5,117th,"1,832"
53007,43.108459,-88.071489,1,place,,,,,Butler,WI,Waukesha County,53007,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 22,State Senate District 8,WI5,117th,"1,821"
54655,43.369813,-90.808363,1,place,,,,,Soldiers Grove,WI,Crawford County,54655,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th,"1,816"
54766,45.349548,-90.887173,1,place,,,,,Sheldon,WI,Taylor County,54766,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 87,State Senate District 29,WI7,117th,"1,801"
54635,44.40376,-91.044171,1,place,,,,,Hixton,WI,Jackson County,54635,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 92,State Senate District 31,WI3,117th,"1,794"
54726,44.95191,-91.03487,1,place,,,,,Boyd,WI,Chippewa County,54726,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 68,State Senate District 23,WI3,117th,"1,792"
54514,46.01301,-90.49045,1,place,,,,,Butternut,WI,Ashland County,54514,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th,"1,791"
54416,44.86303,-88.98205,1,place,,,,,Bowler,WI,Shawano County,54416,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 35,State Senate District 12,WI8,117th,"1,784"
54471,44.929692,-89.364964,1,place,,,,,Ringle,WI,Marathon County,54471,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 85,State Senate District 29,WI7,117th,"1,780"
54859,46.09709,-91.859913,1,place,,,,,Minong,WI,Washburn County,54859,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 73,State Senate District 25,WI7,117th,"1,770"
53579,43.287987,-88.887444,1,place,,,,,Reeseville,WI,Dodge County,53579,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 37,State Senate District 13,WI5,117th,"1,765"
54128,44.85303,-88.78816,1,place,,,,,Gresham,WI,Shawano County,54128,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 6,State Senate District 2,WI8,117th,"1,749"
53125,42.55141,-88.5751,1,place,,,,,Fontana,WI,Walworth County,53125,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 31,State Senate District 11,WI1,117th,"1,741"
53543,43.04666,-90.37985,1,place,,,,,Highland,WI,Iowa County,53543,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI2,117th,"1,738"
53034,43.330523,-88.603032,1,place,,,,,Hustisford,WI,Dodge County,53034,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 39,State Senate District 13,WI5,117th,"1,735"
54849,46.493011,-91.71342,1,place,,,,,Lake Nebagamon,WI,Douglas County,54849,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 73,State Senate District 25,WI7,117th,"1,732"
53203,43.038313,-87.916534,1,place,,,,,Milwaukee,WI,Milwaukee County,53203,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 16,State Senate District 6,WI4,117th,"1,726"
54670,43.848835,-90.468791,1,place,,,,,Wilton,WI,Monroe County,54670,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th,"1,724"
54469,44.350934,-89.876274,1,place,,,,,Port Edwards,WI,Wood County,54469,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 72,State Senate District 24,WI3,117th,"1,717"
53078,43.34028,-88.4576,1,place,,,,,Rubicon,WI,Dodge County,53078,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 39,State Senate District 13,WI5,117th,"1,715"
53806 and 54930,44.026085,-89.486854,0.33,place,,,,,Coloma,WI,Waushara County,54930,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 72,State Senate District 24,WI6,117th,"1,710"
54627,44.184171,-91.257707,1,place,,,,,Ettrick,WI,Trempealeau County,54627,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 92,State Senate District 31,WI3,117th,"1,707"
54631,43.269667,-90.83178,1,place,,,,,Gays Mills,WI,Crawford County,54631,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th,"1,706"
54648 and 53006,43.602789,-88.52302,0.33,place,,,,,Brownsville,WI,Dodge County,53006,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 39,State Senate District 13,WI6,117th,"1,704"
53137,43.008958,-88.6726,1,place,,,,,Helenville,WI,Jefferson County,53137,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 33,State Senate District 11,WI5,117th,"1,690"
54638,43.79219,-90.36846,1,place,,,,,Kendall,WI,Monroe County,54638,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 50,State Senate District 17,WI3,117th,"1,680"
53063,43.957599,-87.792815,1,place,,,,,Newton,WI,Manitowoc County,53063,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 27,State Senate District 9,WI6,117th,"1,677"
54858,45.51583,-92.461712,1,place,,,,,Milltown,WI,Polk County,54858,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 28,State Senate District 10,WI7,117th,"1,672"
54664 and 53926,43.679317,-89.186656,0.33,place,,,,,Dalton,WI,Green Lake County,53926,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 42,State Senate District 14,WI6,117th,"1,665"
54613,44.02719,-89.8879,1,place,,,,,Arkdale,WI,Adams County,54613,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 72,State Senate District 24,WI3,117th,"1,663"
54489,44.462338,-90.003283,1,place,,,,,Vesper,WI,Wood County,54489,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 70,State Senate District 24,WI7,117th,"1,660"
54082,45.06804,-92.749369,1,place,,,,,Houlton,WI,St. Croix County,54082,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 30,State Senate District 10,WI7,117th,"1,655"
54610,44.346721,-91.836481,1,place,,,,,Alma,WI,Buffalo County,54610,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 92,State Senate District 31,WI3,117th,"1,649"
54234,45.178293,-87.101748,1,place,,,,,Sister Bay,WI,Door County,54234,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 1,State Senate District 1,WI8,117th,"1,644"
54856,46.43523,-91.05991,1,place,,,,,Mason,WI,Bayfield County,54856,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th,"1,637"
54644,44.021422,-91.03295,1,place,,,,,Mindoro,WI,La Crosse County,54644,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 94,State Senate District 32,WI3,117th,"1,621"
54156,45.63524,-87.99095,1,place,,,,,Pembine,WI,Marinette County,54156,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI8,117th,"1,616"
54204,44.752379,-87.625888,1,place,,,,,Brussels,WI,Door County,54204,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 1,State Senate District 1,WI8,117th,"1,608"
54475,44.474097,-89.795501,1,place,,,,,Rudolph,WI,Wood County,54475,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 70,State Senate District 24,WI3,117th,"1,575"
54227,44.276554,-87.801651,1,place,,,,,Maribel,WI,Manitowoc County,54227,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 2,State Senate District 1,WI6,117th,"1,561"
54491,45.248003,-88.803154,1,place,,,,,White Lake,WI,Langlade County,54491,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI7,117th,"1,555"
54870,45.73714,-91.775875,1,place,,,,,Sarona,WI,Washburn County,54870,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 75,State Senate District 25,WI7,117th,"1,548"
54424,45.272303,-89.086848,1,place,,,,,Deerbrook,WI,Langlade County,54424,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 35,State Senate District 12,WI7,117th,"1,531"
53057,43.82638,-88.24621,1,place,,,,,Mount Calvary,WI,Fond Du Lac County,53057,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 59,State Senate District 20,WI6,117th,"1,515"
54974,43.775697,-88.659504,1,place,,,,,Rosendale,WI,Fond Du Lac County,54974,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 53,State Senate District 18,WI6,117th,"1,510"
53079,43.82277,-88.16704,1,place,,,,,Saint Cloud,WI,Fond Du Lac County,53079,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 59,State Senate District 20,WI6,117th,"1,508"
54977,44.451051,-89.146915,1,place,,,,,Scandinavia,WI,Waupaca County,54977,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 40,State Senate District 14,WI8,117th,"1,502"
53510,42.73611,-90.33429,1,place,,,,,Belmont,WI,Lafayette County,53510,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI2,117th,"1,482"
54407,44.46886,-89.31261,1,place,,,,,Amherst Junction,WI,Portage County,54407,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 71,State Senate District 24,WI3,117th,"1,468"
54621,43.65775,-91.09652,1,place,,,,,Chaseburg,WI,Vernon County,54621,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th,"1,466"
54805,45.4169,-92.03296,1,place,,,,,Almena,WI,Barron County,54805,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 75,State Senate District 25,WI7,117th,"1,461"
54759,44.509108,-92.131821,1,place,,,,,Pepin,WI,Pepin County,54759,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 93,State Senate District 31,WI3,117th,"1,454"
54651,43.696538,-90.548053,1,place,,,,,Ontario,WI,Vernon County,54651,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th,"1,453"
53924,43.46358,-90.28225,1,place,,,,,Cazenovia,WI,Richland County,53924,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI3,117th,"1,437"
54896,45.832746,-91.014362,1,place,,,,,Winter,WI,Sawyer County,54896,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 87,State Senate District 29,WI7,117th,"1,427"
54624,43.480668,-91.133309,1,place,,,,,De Soto,WI,Vernon County,54624,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th,"1,422"
54480,45.07691,-90.31514,1,place,,,,,Stetsonville,WI,Taylor County,54480,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 87,State Senate District 29,WI7,117th,"1,410"
53518,43.19665,-90.56485,1,place,,,,,Blue River,WI,Grant County,53518,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 49,State Senate District 17,WI3,117th,"1,393"
53577,43.293776,-90.022327,1,place,,,,,Plain,WI,Sauk County,53577,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI2,117th,"1,387"
54531,45.74835,-89.821598,1,place,,,,,Hazelhurst,WI,Oneida County,54531,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 34,State Senate District 12,WI7,117th,"1,383"
54749,44.947538,-92.07521,1,place,,,,,Knapp,WI,Dunn County,54749,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 29,State Senate District 10,WI3,117th,"1,380"
53930,43.6866,-89.483441,1,place,,,,,Endeavor,WI,Marquette County,53930,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 42,State Senate District 14,WI6,117th,"1,373"
54547,46.143746,-90.110725,1,place,,,,,Mercer,WI,Iron County,54547,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th,"1,365"
54454 and 54965,44.155967,-89.02096,0.33,place,,,,,Pine River,WI,Waushara County,54965,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 40,State Senate District 14,WI6,117th,"1,352"
54922 and 54213,44.722418,-87.528122,0.33,place,,,,,Forestville,WI,Door County,54213,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 1,State Senate District 1,WI8,117th,"1,347"
54626,43.220573,-91.034135,1,place,,,,,Eastman,WI,Crawford County,54626,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th,"1,340"
53804 and 54721,44.602774,-92.062219,0.33,place,,,,,Arkansaw,WI,Pepin County,54721,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 93,State Senate District 31,WI3,117th,"1,334"
54209,45.012261,-87.266031,1,place,,,,,Egg Harbor,WI,Door County,54209,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 1,State Senate District 1,WI8,117th,"1,326"
54659,44.291449,-91.087671,1,place,,,,,Taylor,WI,Jackson County,54659,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 92,State Senate District 31,WI3,117th,"1,322"
54876,45.821216,-91.462771,1,place,,,,,Stone Lake,WI,Sawyer County,54876,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 87,State Senate District 29,WI7,117th,"1,317"
54979,43.839613,-88.543924,1,place,,,,,Van Dyne,WI,Fond Du Lac County,54979,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 53,State Senate District 18,WI6,117th,"1,312"
53826,43.110147,-90.957097,1,place,,,,,Wauzeka,WI,Crawford County,53826,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th,"1,308"
54541,45.561723,-88.706496,1,place,,,,,Laona,WI,Forest County,54541,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI7,117th,"1,307"
54422,44.95525,-90.43458,1,place,,,,,Curtiss,WI,Clark County,54422,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 69,State Senate District 23,WI7,117th,"1,306"
54888,45.966368,-91.886372,1,place,,,,,Trego,WI,Washburn County,54888,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 73,State Senate District 25,WI7,117th,"1,303"
54202,45.077002,-87.14603,1,place,,,,,Baileys Harbor,WI,Door County,54202,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 1,State Senate District 1,WI8,117th,"1,292"
54762,45.262353,-91.992842,1,place,,,,,Prairie Farm,WI,Barron County,54762,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 75,State Senate District 25,WI7,117th,"1,269"
54420,44.606893,-90.375852,1,place,,,,,Chili,WI,Clark County,54420,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 69,State Senate District 23,WI7,117th,"1,268"
54519 and 53569,43.031263,-90.492475,0.33,place,,,,,Montfort,WI,Grant County,53569,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 49,State Senate District 17,WI3,117th,"1,267"
54539,45.775685,-89.574808,1,place,,,,,Lake Tomahawk,WI,Oneida County,54539,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 34,State Senate District 12,WI7,117th,"1,265"
54566,45.443574,-88.619413,1,place,,,,,Wabeno,WI,Forest County,54566,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI7,117th,"1,259"
54932,43.832253,-88.582166,1,place,,,,,Eldorado,WI,Fond Du Lac County,54932,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 53,State Senate District 18,WI6,117th,"1,256"
54864,46.594249,-91.815333,1,place,,,,,Poplar,WI,Douglas County,54864,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 73,State Senate District 25,WI7,117th,"1,249"
54459,45.451541,-90.287732,1,place,,,,,Ogema,WI,Price County,54459,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th,"1,238"
53911,43.336846,-89.36061,1,place,,,,,Arlington,WI,Columbia County,53911,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 42,State Senate District 14,WI6,117th,"1,237"
54511,45.711791,-88.810386,1,place,,,,,Argonne,WI,Forest County,54511,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 34,State Senate District 12,WI7,117th,"1,233"
53808,42.62722,-90.59207,1,place,,,,,Dickeyville,WI,Grant County,53808,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 49,State Senate District 17,WI3,117th,"1,226"
53550,42.564434,-89.507906,1,place,,,,,Juda,WI,Green County,53550,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 45,State Senate District 15,WI2,117th,"1,220"
54488,44.840956,-90.257456,1,place,,,,,Unity,WI,Marathon County,54488,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 69,State Senate District 23,WI7,117th,"1,216"
53046,43.153279,-88.164427,1,place,,,,,Lannon,WI,Waukesha County,53046,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 22,State Senate District 8,WI5,117th,"1,213"
53803,42.554499,-90.350817,1,place,,,,,Benton,WI,Lafayette County,53803,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI2,117th,"1,211"
54529,45.690115,-89.663974,1,place,,,,,Harshaw,WI,Oneida County,54529,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 34,State Senate District 12,WI7,117th,"1,200"
53587,42.579926,-89.931751,1,place,,,,,South Wayne,WI,Lafayette County,53587,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI2,117th,"1,186"
54427,44.870527,-89.215113,0.9,place,,,,,Eland,WI,Shawano County,54427,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 35,State Senate District 12,WI7,117th,"1,185"
54149,45.1847,-88.47372,1,place,,,,,Mountain,WI,Oconto County,54149,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI8,117th,"1,182"
54733,45.261871,-91.845156,1,place,,,,,Dallas,WI,Barron County,54733,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 75,State Senate District 25,WI7,117th,"1,181"
54104,45.420602,-88.246901,1,place,,,,,Athelstane,WI,Marinette County,54104,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI8,117th,"1,179"
54821,46.21018,-91.189305,1,place,,,,,Cable,WI,Bayfield County,54821,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th,"1,178"
54307,44.470363,-88.036686,1,place,,,,,Green Bay,WI,Brown County,54307,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 4,State Senate District 2,WI8,117th,"1,173"
53937,43.390863,-90.128539,1,place,,,,,Hill Point,WI,Sauk County,53937,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI2,117th,"1,165"
53582,43.016577,-89.986458,1,place,,,,,Ridgeway,WI,Iowa County,53582,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 80,State Senate District 27,WI2,117th,"1,164"
54442,45.366386,-89.670022,1,place,,,,,Irma,WI,Lincoln County,54442,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 35,State Senate District 12,WI7,117th,"1,160"
54556,45.532944,-90.28166,1,place,,,,,Prentice,WI,Price County,54556,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th,"1,159"
53554,42.898716,-90.511593,1,place,,,,,Livingston,WI,Grant County,53554,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 49,State Senate District 17,WI3,117th,"1,152"
54159 and 54652,43.470286,-90.774539,0.33,place,,,,,Readstown,WI,Vernon County,54652,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th,"1,150"
54761,44.619607,-92.180419,1,place,,,,,Plum City,WI,Pierce County,54761,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 93,State Senate District 31,WI3,117th,"1,146"
54137 and 54962,44.426783,-88.993214,0.33,place,,,,,Ogdensburg,WI,Waupaca County,54962,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 40,State Senate District 14,WI8,117th,"1,144"
54611,44.451027,-90.975918,1,place,,,,,Alma Center,WI,Jackson County,54611,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 92,State Senate District 31,WI7,117th,"1,142"
54723,44.631517,-92.435186,1,place,,,,,Bay City,WI,Pierce County,54723,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 93,State Senate District 31,WI3,117th,"1,137"
54632,43.57664,-91.2243,1,place,,,,,Genoa,WI,Vernon County,54632,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th,"1,132"
54763,45.168279,-91.875797,1,place,,,,,Ridgeland,WI,Dunn County,54763,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 67,State Senate District 23,WI3,117th,"1,128"
54546,46.320677,-90.746141,1,place,,,,,Mellen,WI,Ashland County,54546,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th,"1,119"
54838,46.293033,-91.894633,1,place,,,,,Gordon,WI,Douglas County,54838,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 73,State Senate District 25,WI7,117th,"1,106"
54921,44.341602,-89.526303,1,place,,,,,Bancroft,WI,Portage County,54921,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 71,State Senate District 24,WI3,117th,"1,097"
54150,44.98777,-88.82269,1,place,,,,,Neopit,WI,Menominee County,54150,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI8,117th,"1,087"
54772,45.094148,-91.879257,1,place,,,,,Wheeler,WI,Dunn County,54772,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 67,State Senate District 23,WI3,117th,"1,068"
54875 and 54836,46.452892,-92.171445,0.33,place,,,,,Foxboro,WI,Douglas County,54836,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 73,State Senate District 25,WI7,117th,"1,060"
54003,44.789742,-92.448434,1,place,,,,,Beldenville,WI,Pierce County,54003,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 93,State Senate District 31,WI3,117th,"1,058"
