ZIP,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,State Legislative District House,State Legislative District Senate,Congressional District,Congress,population
53959,43.533502,-89.999636,1,place,,,,,Reedsburg,WI,Sauk County,53959,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 50,State Senate District 17,WI2,117th,"13,999"
53963,43.63332,-88.72955,1,place,,,,,Waupun,WI,Fond Du Lac County,53963,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 53,State Senate District 18,WI6,117th,"13,887"
54961,44.405595,-88.859107,1,place,,,,,New London,WI,Waupaca County,54961,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 40,State Senate District 14,WI8,117th,"13,602"
53715,43.06849,-89.401708,1,place,,,,,Madison,WI,Dane County,53715,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 76,State Senate District 26,WI2,117th,"13,508"
54409,45.160809,-89.093942,1,place,,,,,Antigo,WI,Langlade County,54409,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 35,State Senate District 12,WI7,117th,"12,900"
53074,43.387702,-87.881232,1,place,,,,,Port Washington,WI,Ozaukee County,53074,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 60,State Senate District 20,WI6,117th,"12,872"
53717,43.074335,-89.51989,1,place,,,,,Madison,WI,Dane County,53717,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 78,State Senate District 26,WI2,117th,"12,748"
53558,43.0125,-89.28984,1,place,,,,,Mc Farland,WI,Dane County,53558,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 47,State Senate District 16,WI2,117th,"12,305"
53534,42.803797,-89.101389,1,place,,,,,Edgerton,WI,Rock County,53534,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 43,State Senate District 15,WI2,117th,"12,040"
54843,45.955223,-91.278308,1,place,,,,,Hayward,WI,Sawyer County,54843,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 87,State Senate District 29,WI7,117th,"11,790"
53098,43.276444,-88.715408,1,place,,,,,Watertown,WI,Dodge County,53098,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 37,State Senate District 13,WI5,117th,"11,685"
53085,43.726404,-87.853069,1,place,,,,,Sheboygan Falls,WI,Sheboygan County,53085,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 26,State Senate District 9,WI6,117th,"11,537"
54806,46.558577,-90.738773,1,place,,,,,Ashland,WI,Ashland County,54806,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th,"11,440"
54451,45.164705,-90.445798,1,place,,,,,Medford,WI,Taylor County,54451,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 87,State Senate District 29,WI7,117th,"11,404"
53563,42.77556,-88.944,1,place,,,,,Milton,WI,Rock County,53563,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 43,State Senate District 15,WI1,117th,"11,349"
53527,43.071165,-89.196996,1,place,,,,,Cottage Grove,WI,Dane County,53527,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 46,State Senate District 16,WI2,117th,"10,950"
54971,43.8422,-88.83594,1,place,,,,,Ripon,WI,Fond Du Lac County,54971,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 41,State Senate District 14,WI6,117th,"10,697"
53572,43.00861,-89.73846,1,place,,,,,Mount Horeb,WI,Dane County,53572,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 80,State Senate District 27,WI2,117th,"10,659"
54615,44.295394,-90.83128,1,place,,,,,Black River Falls,WI,Jackson County,54615,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 92,State Senate District 31,WI3,117th,"10,532"
53965,43.62748,-89.77096,1,place,,,,,Wisconsin Dells,WI,Columbia County,53965,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 41,State Senate District 14,WI3,117th,"10,450"
53549,42.993502,-88.759793,1,place,,,,,Jefferson,WI,Jefferson County,53549,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 33,State Senate District 11,WI5,117th,"10,316"
54482,44.53891,-89.523076,0.9,place,,,,,Stevens Point,WI,Portage County,54482,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 71,State Senate District 24,WI3,117th,"9,990"
54942,44.286983,-88.556406,1,place,,,,,Greenville,WI,Outagamie County,54942,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 55,State Senate District 19,WI8,117th,"9,986"
53037 and 53581,43.366148,-90.430225,0.33,place,,,,,Richland Center,WI,Richland County,53581,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 49,State Senate District 17,WI3,117th,"9,982"
53182,42.739435,-88.083092,1,place,,,,,Union Grove,WI,Racine County,53182,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 63,State Senate District 21,WI1,117th,"9,888"
54140,44.294746,-88.316305,1,place,,,,,Little Chute,WI,Outagamie County,54140,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 5,State Senate District 2,WI8,117th,"9,589"
53235,42.969865,-87.873732,1,place,,,,,Saint Francis,WI,Milwaukee County,53235,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 20,State Senate District 7,WI4,117th,"9,519"
54487,45.337814,-89.765239,1,place,,,,,Tomahawk,WI,Lincoln County,54487,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 35,State Senate District 12,WI7,117th,"9,489"
53120,42.78529,-88.4051,1,place,,,,,East Troy,WI,Walworth County,53120,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 32,State Senate District 11,WI1,117th,"9,485"
54162,44.67222,-88.2426,1,place,,,,,Pulaski,WI,Brown County,54162,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 6,State Senate District 2,WI8,117th,"9,127"
53128,42.49835,-88.32815,1,place,,,,,Genoa City,WI,Walworth County,53128,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 32,State Senate District 11,WI1,117th,"9,052"
54944,44.342058,-88.588244,1,place,,,,,Hortonville,WI,Outagamie County,54944,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 5,State Senate District 2,WI8,117th,"9,039"
54923,43.915726,-89.027124,1,place,,,,,Berlin,WI,Green Lake County,54923,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 41,State Senate District 14,WI6,117th,"8,968"
53205,43.053112,-87.933185,1,place,,,,,Milwaukee,WI,Milwaukee County,53205,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 16,State Senate District 6,WI4,117th,"8,908"
53168,42.574598,-88.137535,1,place,,,,,Salem,WI,Kenosha County,53168,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 61,State Senate District 21,WI1,117th,"8,814"
53555,43.342813,-89.557023,1,place,,,,,Lodi,WI,Columbia County,53555,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 42,State Senate District 14,WI6,117th,"8,728"
53536,42.766359,-89.250152,1,place,,,,,Evansville,WI,Rock County,53536,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 45,State Senate District 15,WI2,117th,"8,713"
54929,44.62053,-88.76232,1,place,,,,,Clintonville,WI,Waupaca County,54929,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 6,State Senate District 2,WI8,117th,"8,673"
53551,43.080902,-88.913251,1,place,,,,,Lake Mills,WI,Jefferson County,53551,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 38,State Senate District 13,WI5,117th,"8,656"
53086,43.327417,-88.260878,1,place,,,,,Slinger,WI,Washington County,53086,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 58,State Senate District 20,WI5,117th,"8,279"
54457,44.299968,-89.920843,1,place,,,,,Nekoosa,WI,Wood County,54457,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 70,State Senate District 24,WI3,117th,"8,155"
53040,43.499425,-88.206447,1,place,,,,,Kewaskum,WI,Washington County,53040,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 59,State Senate District 20,WI5,117th,"8,145"
54665,43.530515,-90.991573,1,place,,,,,Viroqua,WI,Vernon County,54665,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th,"8,137"
53146,42.969924,-88.177554,1,place,,,,,New Berlin,WI,Waukesha County,53146,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 84,State Senate District 28,WI5,117th,"8,082"
53177,42.712962,-87.934013,1,place,,,,,Sturtevant,WI,Racine County,53177,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 63,State Senate District 21,WI1,117th,"8,079"
53821,43.084008,-91.069064,1,place,,,,,Prairie Du Chien,WI,Crawford County,53821,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th,"8,058"
53948,43.79719,-90.07735,1,place,,,,,Mauston,WI,Juneau County,53948,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 50,State Senate District 17,WI3,117th,"8,049"
54001,45.348566,-92.401379,1,place,,,,,Amery,WI,Polk County,54001,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 28,State Senate District 10,WI7,117th,"7,928"
54521,45.91718,-89.2443,1,place,,,,,Eagle River,WI,Vilas County,54521,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 34,State Senate District 12,WI7,117th,"7,908"
54669,43.897572,-91.120198,1,place,,,,,West Salem,WI,La Crosse County,54669,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 94,State Senate District 32,WI3,117th,"7,905"
53925,43.3569,-89.12088,1,place,,,,,Columbus,WI,Columbia County,53925,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 42,State Senate District 14,WI6,117th,"7,858"
53014,44.020561,-88.185906,1,place,,,,,Chilton,WI,Calumet County,53014,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 25,State Senate District 9,WI8,117th,"7,745"
54720,44.803612,-91.442253,1,place,,,,,Altoona,WI,Eau Claire County,54720,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 68,State Senate District 23,WI3,117th,"7,743"
54165,44.51499,-88.33038,1,place,,,,,Seymour,WI,Outagamie County,54165,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 5,State Senate District 2,WI8,117th,"7,641"
53010,43.59777,-88.27899,1,place,,,,,Campbellsport,WI,Fond Du Lac County,53010,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 59,State Senate District 20,WI6,117th,"7,635"
53018,43.015666,-88.386519,1,place,,,,,Delafield,WI,Waukesha County,53018,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 99,State Senate District 33,WI5,117th,"7,602"
53130,42.943614,-88.046454,1,place,,,,,Hales Corners,WI,Milwaukee County,53130,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 83,State Senate District 28,WI1,117th,"7,564"
53181,42.523887,-88.235389,1,place,,,,,Twin Lakes,WI,Kenosha County,53181,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 61,State Senate District 21,WI1,117th,"7,460"
54724,45.10024,-91.48877,1,place,,,,,Bloomer,WI,Chippewa County,54724,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 67,State Senate District 23,WI7,117th,"7,421"
54155,44.4986,-88.18288,1,place,,,,,Oneida,WI,Brown County,54155,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 5,State Senate District 2,WI8,117th,"7,369"
54495,44.388082,-89.922751,1,place,,,,,Wisconsin Rapids,WI,Wood County,54495,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 70,State Senate District 24,WI3,117th,"7,326"
54217,44.541977,-87.670551,1,place,,,,,Luxemburg,WI,Kewaunee County,54217,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 1,State Senate District 1,WI8,117th,"7,281"
54025,45.12441,-92.67354,1,place,,,,,Somerset,WI,St. Croix County,54025,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 28,State Senate District 10,WI7,117th,"7,274"
53179,42.517168,-88.138001,1,place,,,,,Trevor,WI,Kenosha County,53179,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 61,State Senate District 21,WI1,117th,"7,143"
53118,42.951536,-88.444097,1,place,,,,,Dousman,WI,Waukesha County,53118,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 99,State Senate District 33,WI1,117th,"7,112"
54755,44.48773,-91.68068,1,place,,,,,Mondovi,WI,Buffalo County,54755,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 92,State Senate District 31,WI3,117th,"7,082"
53533,43.007063,-90.192522,1,place,,,,,Dodgeville,WI,Iowa County,53533,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI2,117th,"7,066"
54963,44.050782,-88.754887,1,place,,,,,Omro,WI,Winnebago County,54963,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 53,State Senate District 18,WI6,117th,"7,063"
54153,44.88721,-87.86455,1,place,,,,,Oconto,WI,Oconto County,54153,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 89,State Senate District 30,WI8,117th,"7,054"
54020,45.283783,-92.535618,1,place,,,,,Osceola,WI,Polk County,54020,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 28,State Senate District 10,WI7,117th,"7,002"
54982,44.075321,-89.271177,1,place,,,,,Wautoma,WI,Waushara County,54982,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 72,State Senate District 24,WI6,117th,"6,957"
53126,42.785553,-87.995471,1,place,,,,,Franksville,WI,Racine County,53126,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 62,State Senate District 21,WI1,117th,"6,933"
54011,44.740142,-92.548289,1,place,,,,,Ellsworth,WI,Pierce County,54011,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 93,State Senate District 31,WI3,117th,"6,915"
53050,43.483463,-88.545925,1,place,,,,,Mayville,WI,Dodge County,53050,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 39,State Senate District 13,WI6,117th,"6,744"
53954,43.516772,-89.31459,1,place,,,,,Pardeeville,WI,Columbia County,53954,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 42,State Senate District 14,WI6,117th,"6,664"
54021,44.74886,-92.80215,1,place,,,,,Prescott,WI,Pierce County,54021,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 93,State Senate District 31,WI3,117th,"6,659"
54801,45.82245,-91.88934,1,place,,,,,Spooner,WI,Washburn County,54801,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 73,State Senate District 25,WI7,117th,"6,593"
53042,43.96317,-87.955059,1,place,,,,,Kiel,WI,Manitowoc County,53042,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 27,State Senate District 9,WI6,117th,"6,587"
53520,42.61834,-89.37623,1,place,,,,,Brodhead,WI,Green County,53520,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 45,State Senate District 15,WI2,117th,"6,510"
54208,44.34777,-87.82732,1,place,,,,,Denmark,WI,Brown County,54208,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 2,State Senate District 1,WI8,117th,"6,441"
53578,43.28693,-89.72401,1,place,,,,,Prairie Du Sac,WI,Sauk County,53578,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 81,State Senate District 27,WI2,117th,"6,373"
54002,44.96663,-92.37436,1,place,,,,,Baldwin,WI,St. Croix County,54002,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 29,State Senate District 10,WI7,117th,"6,361"
53097,43.242049,-88.009823,1,place,,,,,Mequon,WI,Ozaukee County,53097,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 24,State Senate District 8,WI6,117th,"6,318"
53559,43.173921,-89.091315,1,place,,,,,Marshall,WI,Dane County,53559,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 38,State Senate District 13,WI2,117th,"6,302"
54136,44.27221,-88.339,1,place,,,,,Kimberly,WI,Outagamie County,54136,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 3,State Senate District 1,WI8,117th,"6,298"
53528,43.11444,-89.65568,1,place,,,,,Cross Plains,WI,Dane County,53528,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 79,State Senate District 27,WI2,117th,"6,258"
54216,44.438185,-87.592719,1,place,,,,,Kewaunee,WI,Kewaunee County,54216,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 1,State Senate District 1,WI8,117th,"6,246"
54728,45.31413,-91.651,1,place,,,,,Chetek,WI,Barron County,54728,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 75,State Senate District 25,WI7,117th,"6,223"
53122,43.048211,-88.087888,1,place,,,,,Elm Grove,WI,Waukesha County,53122,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 13,State Senate District 5,WI5,117th,"6,153"
54768,44.95997,-90.93708,1,place,,,,,Stanley,WI,Chippewa County,54768,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 68,State Senate District 23,WI7,117th,"6,150"
53949,43.812581,-89.372011,1,place,,,,,Montello,WI,Marquette County,53949,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 41,State Senate District 14,WI6,117th,"6,098"
53706,43.077755,-89.413326,1,place,,,,,Madison,WI,Dane County,53706,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 77,State Senate District 26,WI2,117th,"6,097"
53583,43.251127,-89.89584,1,place,,,,,Sauk City,WI,Sauk County,53583,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 81,State Senate District 27,WI2,117th,"6,015"
54456,44.688149,-90.669407,1,place,,,,,Neillsville,WI,Clark County,54456,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 68,State Senate District 23,WI7,117th,"5,898"
53119,42.929074,-88.47489,1,place,,,,,Eagle,WI,Waukesha County,53119,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 33,State Senate District 11,WI1,117th,"5,895"
53813,42.864155,-90.684965,1,place,,,,,Lancaster,WI,Grant County,53813,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 49,State Senate District 17,WI3,117th,"5,887"
54157,45.05443,-87.74927,1,place,,,,,Peshtigo,WI,Marinette County,54157,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 89,State Senate District 30,WI8,117th,"5,843"
54848,45.490835,-91.0943,1,place,,,,,Ladysmith,WI,Rusk County,54848,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 87,State Senate District 29,WI7,117th,"5,764"
53508,42.903829,-89.586339,1,place,,,,,Belleville,WI,Dane County,53508,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 80,State Senate District 27,WI2,117th,"5,733"
53080,43.38167,-87.94065,1,place,,,,,Saukville,WI,Ozaukee County,53080,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 60,State Senate District 20,WI6,117th,"5,718"
53955,43.433273,-89.394518,1,place,,,,,Poynette,WI,Columbia County,53955,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 42,State Senate District 14,WI6,117th,"5,676"
54154,44.901999,-88.125829,1,place,,,,,Oconto Falls,WI,Oconto County,54154,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI8,117th,"5,656"
53726,43.06956,-89.423861,1,place,,,,,Madison,WI,Dane County,53726,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 77,State Senate District 26,WI2,117th,"5,612"
53017,43.209445,-88.241501,1,place,,,,,Colgate,WI,Washington County,53017,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 22,State Senate District 8,WI5,117th,"5,592"
54812,45.40135,-91.84906,1,place,,,,,Barron,WI,Barron County,54812,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 75,State Senate District 25,WI7,117th,"5,591"
53950,43.911145,-90.165918,1,place,,,,,New Lisbon,WI,Juneau County,53950,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 50,State Senate District 17,WI3,117th,"5,580"
53104,42.553518,-88.028986,1,place,,,,,Bristol,WI,Kenosha County,53104,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 61,State Senate District 21,WI1,117th,"5,437"
54110,44.163209,-88.133876,1,place,,,,,Brillion,WI,Calumet County,54110,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 3,State Senate District 1,WI8,117th,"5,395"
54739,44.87885,-91.68711,1,place,,,,,Elk Mound,WI,Dunn County,54739,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 67,State Senate District 23,WI3,117th,"5,389"
54986,44.124886,-88.745129,1,place,,,,,Winneconne,WI,Winnebago County,54986,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 56,State Senate District 19,WI8,117th,"5,284"
54114,45.261661,-88.078001,1,place,,,,,Crivitz,WI,Marinette County,54114,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI8,117th,"5,265"
54106,44.470235,-88.454719,1,place,,,,,Black Creek,WI,Outagamie County,54106,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 5,State Senate District 2,WI8,117th,"5,232"
54411,44.982348,-90.007765,1,place,,,,,Athens,WI,Marathon County,54411,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 87,State Senate District 29,WI7,117th,"5,226"
53523,42.987505,-89.080742,1,place,,,,,Cambridge,WI,Dane County,53523,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 38,State Senate District 13,WI2,117th,"5,182"
54201,44.596017,-87.540266,1,place,,,,,Algoma,WI,Kewaunee County,54201,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 1,State Senate District 1,WI8,117th,"5,136"
53805,43.13443,-90.7054,1,place,,,,,Boscobel,WI,Grant County,53805,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 49,State Senate District 17,WI3,117th,"5,118"
54484,44.809072,-90.030674,1,place,,,,,Stratford,WI,Marathon County,54484,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 69,State Senate District 23,WI7,117th,"5,111"
54568,45.859618,-89.653705,1,place,,,,,Woodruff,WI,Oneida County,54568,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 34,State Senate District 12,WI7,117th,"5,109"
54829,45.53218,-92.01935,1,place,,,,,Cumberland,WI,Barron County,54829,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 75,State Senate District 25,WI7,117th,"5,102"
53594,43.18388,-88.98844,1,place,,,,,Waterloo,WI,Jefferson County,53594,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 37,State Senate District 13,WI5,117th,"5,098"
53807,42.60555,-90.42985,1,place,,,,,Cuba City,WI,Grant County,53807,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 49,State Senate District 17,WI3,117th,"5,077"
54727,44.94802,-91.1507,1,place,,,,,Cadott,WI,Chippewa County,54727,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 67,State Senate District 23,WI3,117th,"5,069"
54229,44.571416,-87.833306,1,place,,,,,New Franken,WI,Brown County,54229,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 1,State Senate District 1,WI8,117th,"5,066"
54612,44.251711,-91.387699,1,place,,,,,Arcadia,WI,Trempealeau County,54612,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 92,State Senate District 31,WI3,117th,"5,062"
54742,44.762892,-91.306304,1,place,,,,,Fall Creek,WI,Eau Claire County,54742,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 68,State Senate District 23,WI3,117th,"5,033"
53061,43.949886,-88.101954,1,place,,,,,New Holstein,WI,Calumet County,53061,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 59,State Senate District 20,WI8,117th,"4,944"
53070,43.620857,-87.810616,1,place,,,,,Oostburg,WI,Sheboygan County,53070,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 26,State Senate District 9,WI6,117th,"4,940"
54730,45.037889,-91.888046,1,place,,,,,Colfax,WI,Dunn County,54730,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 67,State Senate District 23,WI3,117th,"4,890"
54548,45.827583,-89.824294,1,place,,,,,Minocqua,WI,Oneida County,54548,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 34,State Senate District 12,WI7,117th,"4,853"
53021,43.477015,-87.961162,1,place,,,,,Fredonia,WI,Ozaukee County,53021,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 60,State Senate District 20,WI6,117th,"4,843"
53032,43.422045,-88.624268,1,place,,,,,Horicon,WI,Dodge County,53032,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 39,State Senate District 13,WI5,117th,"4,839"
54667,43.653701,-90.841723,1,place,,,,,Westby,WI,Vernon County,54667,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th,"4,818"
54555,45.724607,-90.370984,1,place,,,,,Phillips,WI,Price County,54555,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th,"4,776"
54024,45.509689,-92.611733,1,place,,,,,Saint Croix Falls,WI,Polk County,54024,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 28,State Senate District 10,WI7,117th,"4,748"
54230,44.142382,-87.904684,1,place,,,,,Reedsville,WI,Manitowoc County,54230,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 25,State Senate District 9,WI6,117th,"4,740"
53033,43.23667,-88.2212,1,place,,,,,Hubertus,WI,Washington County,53033,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 58,State Senate District 20,WI5,117th,"4,719"
53565,42.86,-90.17985,1,place,,,,,Mineral Point,WI,Iowa County,53565,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI2,117th,"4,672"
53531,43.057662,-89.091798,1,place,,,,,Deerfield,WI,Dane County,53531,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 38,State Senate District 13,WI2,117th,"4,624"
53039,43.372221,-88.710157,1,place,,,,,Juneau,WI,Dodge County,53039,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 39,State Senate District 13,WI5,117th,"4,594"
54822,45.40857,-91.74406,1,place,,,,,Cameron,WI,Barron County,54822,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 75,State Senate District 25,WI7,117th,"4,560"
54426,44.904647,-90.012469,1,place,,,,,Edgar,WI,Marathon County,54426,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 69,State Senate District 23,WI7,117th,"4,533"
54758,44.57218,-91.22738,1,place,,,,,Osseo,WI,Trempealeau County,54758,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 68,State Senate District 23,WI3,117th,"4,505"
54634,43.6522,-90.34402,1,place,,,,,Hillsboro,WI,Vernon County,54634,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th,"4,482"
53530,42.69112,-90.134781,1,place,,,,,Darlington,WI,Lafayette County,53530,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI2,117th,"4,457"
53933,43.568169,-88.895723,1,place,,,,,Fox Lake,WI,Dodge County,53933,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 42,State Senate District 14,WI6,117th,"4,455"
54983,44.332498,-88.922821,1,place,,,,,Weyauwega,WI,Waupaca County,54983,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 40,State Senate District 14,WI8,117th,"4,445"
53076,43.2727,-88.206716,1,place,,,,,Richfield,WI,Washington County,53076,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 58,State Senate District 20,WI5,117th,"4,441"
54173,44.63194,-88.03927,1,place,,,,,Suamico,WI,Brown County,54173,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 89,State Senate District 30,WI8,117th,"4,426"
54448,44.875437,-89.80077,1,place,,,,,Marathon,WI,Marathon County,54448,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 86,State Senate District 29,WI7,117th,"4,396"
54840,45.795342,-92.693513,1,place,,,,,Grantsburg,WI,Burnett County,54840,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 28,State Senate District 10,WI7,117th,"4,391"
