ZIP,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,State Legislative District House,State Legislative District Senate,Congressional District,Congress
54745,45.22441,-91.11736,1,place,,,,,Holcombe,WI,Chippewa County,54745,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 67,State Senate District 23,WI7,117th
53503,43.16555,-89.9129,1,place,,,,,Arena,WI,Iowa County,53503,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 81,State Senate District 27,WI2,117th
54741,44.60024,-90.96293,1,place,,,,,Fairchild,WI,Eau Claire County,54741,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 68,State Senate District 23,WI3,117th
53091,43.483635,-88.450107,1,place,,,,,Theresa,WI,Dodge County,53091,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 39,State Senate District 13,WI5,117th
53517,43.03822,-89.804576,1,place,,,,,Blue Mounds,WI,Dane County,53517,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 80,State Senate District 27,WI2,117th
54486,44.75984,-89.039052,1,place,,,,,Tigerton,WI,Shawano County,54486,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 6,State Senate District 2,WI8,117th
54622 and 53001,43.61916,-87.95204,0.33,place,,,,,Adell,WI,Sheboygan County,53001,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 26,State Senate District 9,WI6,117th
54754,44.436841,-90.796318,1,place,,,,,Merrillan,WI,Clark County,54754,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 69,State Senate District 23,WI7,117th
54433,45.16664,-90.80763,1,place,,,,,Gilman,WI,Taylor County,54433,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 87,State Senate District 29,WI7,117th
54562,45.762075,-89.157339,1,place,,,,,Three Lakes,WI,Oneida County,54562,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 34,State Senate District 12,WI7,117th
53019,43.6936,-88.36094,1,place,,,,,Eden,WI,Fond Du Lac County,53019,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 59,State Senate District 20,WI6,117th
53059,43.289809,-88.533958,1,place,,,,,Neosho,WI,Dodge County,53059,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 39,State Senate District 13,WI5,117th
53007,43.108459,-88.071489,1,place,,,,,Butler,WI,Waukesha County,53007,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 22,State Senate District 8,WI5,117th
54655,43.369813,-90.808363,1,place,,,,,Soldiers Grove,WI,Crawford County,54655,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th
54766,45.349548,-90.887173,1,place,,,,,Sheldon,WI,Taylor County,54766,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 87,State Senate District 29,WI7,117th
54635,44.40376,-91.044171,1,place,,,,,Hixton,WI,Jackson County,54635,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 92,State Senate District 31,WI3,117th
54726,44.95191,-91.03487,1,place,,,,,Boyd,WI,Chippewa County,54726,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 68,State Senate District 23,WI3,117th
54514,46.01301,-90.49045,1,place,,,,,Butternut,WI,Ashland County,54514,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th
54416,44.86303,-88.98205,1,place,,,,,Bowler,WI,Shawano County,54416,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 35,State Senate District 12,WI8,117th
54471,44.929692,-89.364964,1,place,,,,,Ringle,WI,Marathon County,54471,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 85,State Senate District 29,WI7,117th
54859,46.09709,-91.859913,1,place,,,,,Minong,WI,Washburn County,54859,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 73,State Senate District 25,WI7,117th
53579,43.287987,-88.887444,1,place,,,,,Reeseville,WI,Dodge County,53579,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 37,State Senate District 13,WI5,117th
54128,44.85303,-88.78816,1,place,,,,,Gresham,WI,Shawano County,54128,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 6,State Senate District 2,WI8,117th
53125,42.55141,-88.5751,1,place,,,,,Fontana,WI,Walworth County,53125,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 31,State Senate District 11,WI1,117th
53543,43.04666,-90.37985,1,place,,,,,Highland,WI,Iowa County,53543,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI2,117th
53034,43.330523,-88.603032,1,place,,,,,Hustisford,WI,Dodge County,53034,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 39,State Senate District 13,WI5,117th
54849,46.493011,-91.71342,1,place,,,,,Lake Nebagamon,WI,Douglas County,54849,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 73,State Senate District 25,WI7,117th
53203,43.038313,-87.916534,1,place,,,,,Milwaukee,WI,Milwaukee County,53203,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 16,State Senate District 6,WI4,117th
54670,43.848835,-90.468791,1,place,,,,,Wilton,WI,Monroe County,54670,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th
54469,44.350934,-89.876274,1,place,,,,,Port Edwards,WI,Wood County,54469,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 72,State Senate District 24,WI3,117th
53078,43.34028,-88.4576,1,place,,,,,Rubicon,WI,Dodge County,53078,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 39,State Senate District 13,WI5,117th
53806 and 54930,44.026085,-89.486854,0.33,place,,,,,Coloma,WI,Waushara County,54930,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 72,State Senate District 24,WI6,117th
54627,44.184171,-91.257707,1,place,,,,,Ettrick,WI,Trempealeau County,54627,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 92,State Senate District 31,WI3,117th
54631,43.269667,-90.83178,1,place,,,,,Gays Mills,WI,Crawford County,54631,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th
54648 and 53006,43.602789,-88.52302,0.33,place,,,,,Brownsville,WI,Dodge County,53006,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 39,State Senate District 13,WI6,117th
53137,43.008958,-88.6726,1,place,,,,,Helenville,WI,Jefferson County,53137,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 33,State Senate District 11,WI5,117th
54638,43.79219,-90.36846,1,place,,,,,Kendall,WI,Monroe County,54638,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 50,State Senate District 17,WI3,117th
53063,43.957599,-87.792815,1,place,,,,,Newton,WI,Manitowoc County,53063,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 27,State Senate District 9,WI6,117th
54858,45.51583,-92.461712,1,place,,,,,Milltown,WI,Polk County,54858,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 28,State Senate District 10,WI7,117th
54664 and 53926,43.679317,-89.186656,0.33,place,,,,,Dalton,WI,Green Lake County,53926,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 42,State Senate District 14,WI6,117th
54613,44.02719,-89.8879,1,place,,,,,Arkdale,WI,Adams County,54613,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 72,State Senate District 24,WI3,117th
54489,44.462338,-90.003283,1,place,,,,,Vesper,WI,Wood County,54489,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 70,State Senate District 24,WI7,117th
54082,45.06804,-92.749369,1,place,,,,,Houlton,WI,St. Croix County,54082,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 30,State Senate District 10,WI7,117th
54610,44.346721,-91.836481,1,place,,,,,Alma,WI,Buffalo County,54610,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 92,State Senate District 31,WI3,117th
54234,45.178293,-87.101748,1,place,,,,,Sister Bay,WI,Door County,54234,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 1,State Senate District 1,WI8,117th
54856,46.43523,-91.05991,1,place,,,,,Mason,WI,Bayfield County,54856,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th
54644,44.021422,-91.03295,1,place,,,,,Mindoro,WI,La Crosse County,54644,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 94,State Senate District 32,WI3,117th
54156,45.63524,-87.99095,1,place,,,,,Pembine,WI,Marinette County,54156,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI8,117th
54204,44.752379,-87.625888,1,place,,,,,Brussels,WI,Door County,54204,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 1,State Senate District 1,WI8,117th
54475,44.474097,-89.795501,1,place,,,,,Rudolph,WI,Wood County,54475,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 70,State Senate District 24,WI3,117th
54227,44.276554,-87.801651,1,place,,,,,Maribel,WI,Manitowoc County,54227,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 2,State Senate District 1,WI6,117th
54491,45.248003,-88.803154,1,place,,,,,White Lake,WI,Langlade County,54491,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI7,117th
54870,45.73714,-91.775875,1,place,,,,,Sarona,WI,Washburn County,54870,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 75,State Senate District 25,WI7,117th
54424,45.272303,-89.086848,1,place,,,,,Deerbrook,WI,Langlade County,54424,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 35,State Senate District 12,WI7,117th
53057,43.82638,-88.24621,1,place,,,,,Mount Calvary,WI,Fond Du Lac County,53057,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 59,State Senate District 20,WI6,117th
54974,43.775697,-88.659504,1,place,,,,,Rosendale,WI,Fond Du Lac County,54974,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 53,State Senate District 18,WI6,117th
53079,43.82277,-88.16704,1,place,,,,,Saint Cloud,WI,Fond Du Lac County,53079,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 59,State Senate District 20,WI6,117th
54977,44.451051,-89.146915,1,place,,,,,Scandinavia,WI,Waupaca County,54977,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 40,State Senate District 14,WI8,117th
53510,42.73611,-90.33429,1,place,,,,,Belmont,WI,Lafayette County,53510,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI2,117th
54407,44.46886,-89.31261,1,place,,,,,Amherst Junction,WI,Portage County,54407,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 71,State Senate District 24,WI3,117th
54621,43.65775,-91.09652,1,place,,,,,Chaseburg,WI,Vernon County,54621,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th
54805,45.4169,-92.03296,1,place,,,,,Almena,WI,Barron County,54805,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 75,State Senate District 25,WI7,117th
54759,44.509108,-92.131821,1,place,,,,,Pepin,WI,Pepin County,54759,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 93,State Senate District 31,WI3,117th
54651,43.696538,-90.548053,1,place,,,,,Ontario,WI,Vernon County,54651,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th
53924,43.46358,-90.28225,1,place,,,,,Cazenovia,WI,Richland County,53924,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI3,117th
54896,45.832746,-91.014362,1,place,,,,,Winter,WI,Sawyer County,54896,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 87,State Senate District 29,WI7,117th
54624,43.480668,-91.133309,1,place,,,,,De Soto,WI,Vernon County,54624,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th
54480,45.07691,-90.31514,1,place,,,,,Stetsonville,WI,Taylor County,54480,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 87,State Senate District 29,WI7,117th
53518,43.19665,-90.56485,1,place,,,,,Blue River,WI,Grant County,53518,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 49,State Senate District 17,WI3,117th
53577,43.293776,-90.022327,1,place,,,,,Plain,WI,Sauk County,53577,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI2,117th
54531,45.74835,-89.821598,1,place,,,,,Hazelhurst,WI,Oneida County,54531,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 34,State Senate District 12,WI7,117th
54749,44.947538,-92.07521,1,place,,,,,Knapp,WI,Dunn County,54749,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 29,State Senate District 10,WI3,117th
53930,43.6866,-89.483441,1,place,,,,,Endeavor,WI,Marquette County,53930,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 42,State Senate District 14,WI6,117th
54547,46.143746,-90.110725,1,place,,,,,Mercer,WI,Iron County,54547,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th
54454 and 54965,44.155967,-89.02096,0.33,place,,,,,Pine River,WI,Waushara County,54965,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 40,State Senate District 14,WI6,117th
54922 and 54213,44.722418,-87.528122,0.33,place,,,,,Forestville,WI,Door County,54213,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 1,State Senate District 1,WI8,117th
54626,43.220573,-91.034135,1,place,,,,,Eastman,WI,Crawford County,54626,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th
53804 and 54721,44.602774,-92.062219,0.33,place,,,,,Arkansaw,WI,Pepin County,54721,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 93,State Senate District 31,WI3,117th
54209,45.012261,-87.266031,1,place,,,,,Egg Harbor,WI,Door County,54209,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 1,State Senate District 1,WI8,117th
54659,44.291449,-91.087671,1,place,,,,,Taylor,WI,Jackson County,54659,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 92,State Senate District 31,WI3,117th
54876,45.821216,-91.462771,1,place,,,,,Stone Lake,WI,Sawyer County,54876,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 87,State Senate District 29,WI7,117th
54979,43.839613,-88.543924,1,place,,,,,Van Dyne,WI,Fond Du Lac County,54979,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 53,State Senate District 18,WI6,117th
53826,43.110147,-90.957097,1,place,,,,,Wauzeka,WI,Crawford County,53826,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th
54541,45.561723,-88.706496,1,place,,,,,Laona,WI,Forest County,54541,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI7,117th
54422,44.95525,-90.43458,1,place,,,,,Curtiss,WI,Clark County,54422,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 69,State Senate District 23,WI7,117th
54888,45.966368,-91.886372,1,place,,,,,Trego,WI,Washburn County,54888,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 73,State Senate District 25,WI7,117th
54202,45.077002,-87.14603,1,place,,,,,Baileys Harbor,WI,Door County,54202,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 1,State Senate District 1,WI8,117th
54762,45.262353,-91.992842,1,place,,,,,Prairie Farm,WI,Barron County,54762,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 75,State Senate District 25,WI7,117th
54420,44.606893,-90.375852,1,place,,,,,Chili,WI,Clark County,54420,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 69,State Senate District 23,WI7,117th
54519 and 53569,43.031263,-90.492475,0.33,place,,,,,Montfort,WI,Grant County,53569,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 49,State Senate District 17,WI3,117th
54539,45.775685,-89.574808,1,place,,,,,Lake Tomahawk,WI,Oneida County,54539,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 34,State Senate District 12,WI7,117th
54566,45.443574,-88.619413,1,place,,,,,Wabeno,WI,Forest County,54566,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI7,117th
54932,43.832253,-88.582166,1,place,,,,,Eldorado,WI,Fond Du Lac County,54932,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 53,State Senate District 18,WI6,117th
54864,46.594249,-91.815333,1,place,,,,,Poplar,WI,Douglas County,54864,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 73,State Senate District 25,WI7,117th
54459,45.451541,-90.287732,1,place,,,,,Ogema,WI,Price County,54459,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th
53911,43.336846,-89.36061,1,place,,,,,Arlington,WI,Columbia County,53911,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 42,State Senate District 14,WI6,117th
54511,45.711791,-88.810386,1,place,,,,,Argonne,WI,Forest County,54511,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 34,State Senate District 12,WI7,117th
53808,42.62722,-90.59207,1,place,,,,,Dickeyville,WI,Grant County,53808,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 49,State Senate District 17,WI3,117th
53550,42.564434,-89.507906,1,place,,,,,Juda,WI,Green County,53550,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 45,State Senate District 15,WI2,117th
54488,44.840956,-90.257456,1,place,,,,,Unity,WI,Marathon County,54488,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 69,State Senate District 23,WI7,117th
53046,43.153279,-88.164427,1,place,,,,,Lannon,WI,Waukesha County,53046,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 22,State Senate District 8,WI5,117th
53803,42.554499,-90.350817,1,place,,,,,Benton,WI,Lafayette County,53803,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI2,117th
54529,45.690115,-89.663974,1,place,,,,,Harshaw,WI,Oneida County,54529,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 34,State Senate District 12,WI7,117th
53587,42.579926,-89.931751,1,place,,,,,South Wayne,WI,Lafayette County,53587,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI2,117th
54427,44.870527,-89.215113,0.9,place,,,,,Eland,WI,Shawano County,54427,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 35,State Senate District 12,WI7,117th
54149,45.1847,-88.47372,1,place,,,,,Mountain,WI,Oconto County,54149,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI8,117th
54733,45.261871,-91.845156,1,place,,,,,Dallas,WI,Barron County,54733,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 75,State Senate District 25,WI7,117th
54104,45.420602,-88.246901,1,place,,,,,Athelstane,WI,Marinette County,54104,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI8,117th
54821,46.21018,-91.189305,1,place,,,,,Cable,WI,Bayfield County,54821,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th
54307,44.470363,-88.036686,1,place,,,,,Green Bay,WI,Brown County,54307,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 4,State Senate District 2,WI8,117th
53937,43.390863,-90.128539,1,place,,,,,Hill Point,WI,Sauk County,53937,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI2,117th
53582,43.016577,-89.986458,1,place,,,,,Ridgeway,WI,Iowa County,53582,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 80,State Senate District 27,WI2,117th
54442,45.366386,-89.670022,1,place,,,,,Irma,WI,Lincoln County,54442,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 35,State Senate District 12,WI7,117th
54556,45.532944,-90.28166,1,place,,,,,Prentice,WI,Price County,54556,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th
53554,42.898716,-90.511593,1,place,,,,,Livingston,WI,Grant County,53554,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 49,State Senate District 17,WI3,117th
54159 and 54652,43.470286,-90.774539,0.33,place,,,,,Readstown,WI,Vernon County,54652,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th
54761,44.619607,-92.180419,1,place,,,,,Plum City,WI,Pierce County,54761,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 93,State Senate District 31,WI3,117th
54137 and 54962,44.426783,-88.993214,0.33,place,,,,,Ogdensburg,WI,Waupaca County,54962,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 40,State Senate District 14,WI8,117th
54611,44.451027,-90.975918,1,place,,,,,Alma Center,WI,Jackson County,54611,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 92,State Senate District 31,WI7,117th
54723,44.631517,-92.435186,1,place,,,,,Bay City,WI,Pierce County,54723,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 93,State Senate District 31,WI3,117th
54632,43.57664,-91.2243,1,place,,,,,Genoa,WI,Vernon County,54632,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th
54763,45.168279,-91.875797,1,place,,,,,Ridgeland,WI,Dunn County,54763,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 67,State Senate District 23,WI3,117th
54546,46.320677,-90.746141,1,place,,,,,Mellen,WI,Ashland County,54546,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th
54838,46.293033,-91.894633,1,place,,,,,Gordon,WI,Douglas County,54838,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 73,State Senate District 25,WI7,117th
54921,44.341602,-89.526303,1,place,,,,,Bancroft,WI,Portage County,54921,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 71,State Senate District 24,WI3,117th
54150,44.98777,-88.82269,1,place,,,,,Neopit,WI,Menominee County,54150,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI8,117th
54772,45.094148,-91.879257,1,place,,,,,Wheeler,WI,Dunn County,54772,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 67,State Senate District 23,WI3,117th
54875 and 54836,46.452892,-92.171445,0.33,place,,,,,Foxboro,WI,Douglas County,54836,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 73,State Senate District 25,WI7,117th
54003,44.789742,-92.448434,1,place,,,,,Beldenville,WI,Pierce County,54003,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 93,State Senate District 31,WI3,117th
53943,43.385775,-90.017885,1,place,,,,,Loganville,WI,Sauk County,53943,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 50,State Senate District 17,WI2,117th
54027,44.919366,-92.192828,1,place,,,,,Wilson,WI,St. Croix County,54027,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 29,State Senate District 10,WI7,117th
53506,43.138475,-90.280725,1,place,,,,,Avoca,WI,Iowa County,53506,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI2,117th
54212,45.11038,-87.209899,1,place,,,,,Fish Creek,WI,Door County,54212,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 1,State Senate District 1,WI8,117th
54985,44.075066,-88.518469,1,place,,,,,Winnebago,WI,Winnebago County,54985,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 53,State Senate District 18,WI6,117th
54748,45.088875,-91.256794,1,place,,,,,Jim Falls,WI,Chippewa County,54748,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 67,State Senate District 23,WI7,117th
54007,45.18802,-92.38547,1,place,,,,,Deer Park,WI,St. Croix County,54007,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 29,State Senate District 10,WI7,117th
54428,45.413361,-89.143347,1,place,,,,,Elcho,WI,Langlade County,54428,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 35,State Senate District 12,WI7,117th
54750,44.623923,-92.29072,1,place,,,,,Maiden Rock,WI,Pierce County,54750,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 93,State Senate District 31,WI3,117th
54408,45.00858,-89.21428,0.9,place,,,,,Aniwa,WI,Shawano County,54408,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 35,State Senate District 12,WI7,117th
53522,42.563199,-89.778793,1,place,,,,,Browntown,WI,Green County,53522,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI2,117th
54628,43.319219,-91.054678,1,place,,,,,Ferryville,WI,Crawford County,54628,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th
54854,46.652638,-91.733798,1,place,,,,,Maple,WI,Douglas County,54854,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 73,State Senate District 25,WI7,117th
54653,43.90636,-90.9193,1,place,,,,,Rockland,WI,La Crosse County,54653,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 94,State Senate District 32,WI3,117th
54964,43.956653,-88.71918,1,place,,,,,Pickett,WI,Winnebago County,54964,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 53,State Senate District 18,WI6,117th
54895,45.40913,-91.423051,1,place,,,,,Weyerhaeuser,WI,Rusk County,54895,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 87,State Senate District 29,WI7,117th
54418,45.20802,-89.024,1,place,,,,,Bryant,WI,Langlade County,54418,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 35,State Senate District 12,WI7,117th
54175,45.309457,-88.605896,1,place,,,,,Townsend,WI,Oconto County,54175,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI8,117th
53541,42.579894,-90.031186,1,place,,,,,Gratiot,WI,Lafayette County,53541,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI2,117th
54441,44.645875,-90.105056,1,place,,,,,Hewitt,WI,Wood County,54441,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 86,State Senate District 29,WI7,117th
54756,44.473584,-91.910518,1,place,,,,,Nelson,WI,Buffalo County,54756,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 92,State Senate District 31,WI3,117th
54138,45.308254,-88.477771,1,place,,,,,Lakewood,WI,Oconto County,54138,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI8,117th
54559,46.502552,-90.402719,1,place,,,,,Saxon,WI,Iron County,54559,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th
54820,46.555409,-91.605419,1,place,,,,,Brule,WI,Douglas County,54820,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th
54855,46.366834,-90.840821,1,place,,,,,Marengo,WI,Ashland County,54855,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th
54835,45.66802,-91.24405,1,place,,,,,Exeland,WI,Sawyer County,54835,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 87,State Senate District 29,WI7,117th
54512,46.11328,-89.64459,1,place,,,,,Boulder Junction,WI,Vilas County,54512,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 34,State Senate District 12,WI7,117th
53922,43.517272,-88.73346,1,place,,,,,Burnett,WI,Dodge County,53922,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 42,State Senate District 14,WI6,117th
53801,42.90554,-91.10124,1,place,,,,,Bagley,WI,Grant County,53801,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 49,State Senate District 17,WI3,117th
54527,46.126107,-90.611172,1,place,,,,,Glidden,WI,Ashland County,54527,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th
54246,45.373786,-86.897472,1,place,,,,,Washington Island,WI,Door County,54246,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 1,State Senate District 1,WI8,117th
53537,42.672575,-89.211151,1,place,,,,,Footville,WI,Rock County,53537,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 43,State Senate District 15,WI2,117th
